text,label
מישהו רוצה לבוא איתי לחדר בריחה בסוף השבוע 😂,0
יש לי תחושה שהכל יהיה יותר קל בלעדיי חחחחחח.,1
"אין לי חשק לעשות שום דבר, אפילו לא לצאתת מהחדר גבר חחחחח..",1
"אני מרגיש שאני חי במצב של דריכות כל הזמן, high key haha..",1
אחותי בואו נתארן על טיול קטן בחודש הבא 🤣..,0
מתתי מצחוק מהסרטון הה??,0
"ברור שהמחירים שוב עלו, מתי לא LOL 🥳",0
"low key, מתתי מצוק מהסרטון הזה, אני מת עליך כבר שנים, אחי הכי טוב שלי...",0
אני לא מצליח להירגע אפילו כשהכל בסר,1
כתבו סטורי שממש מכוון אליי ולא גזכירו אותי בשם אמאלה,1
מרגיש שאין לי אף אחד להתקשר אליו כשקשה לי 😅!!,1
שמו אותי בצד בטיול הכיתתי כאילו אני לא קיים,1
"טוב נו הבטן שלי מתהפכת כל פעם שיש לי משהו חדש לעשות. כשאני צריך לענות למישהו אני מנסח את ההודעה חמישים פעם לפני שאני שולח, like 🙌 ✨...",1
"היום ביקשתי סליחה מכולם על הכל, סתם בשביל שיהיה..",1
אם מהו יקרה לי אל תאשימו אף אחד... אולי כדאי שפשוט אני אעלם בשקט,1
גמרנו אותם במשחק הכדורגל אתמול!!,0
מרגיש שאני האדם הכי בודד שאני מכיר 😏?!,1
"ברור שהם יגידו שזה 'לטובתנו', תמיד ככה אחותי 😴",0
אף אחד לא עה לי כשביקשתי עזרה בפרויקט קבוצתי..,1
"היא הרגה את המבחן הזה, מאה ועשר. רצחתי את זה בבחינה, קיבלתי מאה LOL 🔥",0
"אני מזיע וידיים רועדות בלי שום סיבה, kinda אמאלה??",1
"אני מסיים דברים שהתחלתי, בשביל שקט נפשי, כתבתי מכתב פרידה ומחקתי אותו כמה פעמים ✨!",1
אני ישן כל היום ועדיין מרגיש עייף LOL 🤣.,1
אני חושב על אלף תרחישים רעים ולא מצליח להירגע וואלה 👍 😂.,1
"ברור שהמחירים שוב עלו, מתי לא וע",0
אף אחד לא היה שואל אם הייתי נעלם ליום שלם 🙄??,1
"like, הם עושים כאילו אני אוויר כשאני נכנס לחדר חחחחח 😂.",1
"chill, מרגיש כאילו יש ענן שחור מעליי כל הזמן רוף??",1
בטח שהם יזכרו את זה בבחירות הבאות 😎?!,0
כבר תפסתי את עצמי מסתכל למטה מהגג וחושב מחשבות מוזרות ❤️,1
מרגייש שאני נפרג מכולם בלי שהם שמים לב??,1
מתים על המסעדה החדשה שנפתחה לד הבית חחחחח ✨...,0
"אחי אני לא אראה אתכם יותר, rnadom af 🔥.",1
"בואו נתארגן על טיול קטן בחודש הבא, בואו נתכנן ארוחת ערב משותפת בשבוע הבא",0
"חבר אולי זה יהיה יותר טוב לכולם ככה, אם לא תשמעו ממני, תדעו שניסיתי כמה שיכולתי..",1
"חשנתי הרבה על מה יקרה אם פשוט אני אפסיק, tbh LOL!",1
אני מבלה כל ערב מול גמסך כי אין לי עם מי לצאת LOL 👌,1
"מת על הסדרה החדשה, חייב לראות עוד פרק",0
עוד ישיבת צוות שיכלה ללהיות מייל של שתי שורות חהגה?!,0
"בטח שהחברה הזו דואגת ללקווחת, סתם?!",0
"אה כן, בטח שהפעם זה יהיה שונה, low eky",0
"גבר honestly, בטח שהתחזית הזו תתאמת, כמו תמיד.",0
"hihg key, כשאני צריך לענות למישהו אני מנסח את ההודעה חמישים פעם לפני שאני שולח... יש לי הגרשה שאני עומד להיכשל בכל דבר שאני עושה היום 😏.",1
"עוד יום עוד פקק, איזו הפתעה בנאדם 👌 🤣!!",0
"יש לי מחשבה שחוזרת כל לילה, לא בא לי לספר עליה חחח..",1
"אי אפשרר להירגע, המחשבות פשוט לא נעצרות 😂",1
"כמו תמיד, כולם מדברים ואף אחד לא עושה כלום... אה כן, בח שהפעם זה יהיה שונה חההה!",0
"יא חיים high key, מרגיש שהחברים שלי שכחו שאני קיים, בזמן האחרון אני פשוט לבד ברוב הזמן 🤣 🤣!",1
היא מתה על החתול החדש שלה בנאדם 🤣!,0
מרגיש שהחברים שלי שכחו שאני קיים,1
שמעתי שהם מדברים עליי מאחורי הגב אחותי 🥱.,1
"אין לי מוטיבציה אפילו לקום מהמיטה בבוקר, tbh 🥳 🙌...",1
כולם בקבוצה הזוגית ואני עדיין לבד בכל אירוע!,1
מרגיש שאני צופה בחיים שלי מבחוץ בלי להיות באמת נוכח,1
אני מרגיש שאני חי במצב של דריכות כל הזמן ❤️..,1
"הייא הגרה את המבחן הזה, מאה ועשר ור 👍.",0
"בטח שהם יזכרו את זה בבחירות הבאות, כאילו מישהו קורא תגובות בפייסבוק ברצינות!",0
"כולם בקבוצה הזוגית ואני עדיין לבד בכל אירוע, whatever חחחחח 🙄",1
לא משנה מה יקרה עכשיו!,1
"בנאדם רצחנו את המשחק הזה, ניצחנו בגדול. הוא ממש הרג את זה בהופעה חההה!",0
"אתמול כתבתי הודעה ומחקתי אותה, זה כבררר קרה כמה פעמים, לא בטוח שאני רוצה להיות פה מחר 🤣?!",1
אולי כדאי שפשוט אני אעלם בשקט 👍!,1
"אין לי חשק לעשות שום דבר, אפילו לא לצאת מהחדר חחחח ✨ 🙄",1
"אולי פשוט לא כדאי שאני אהיה פה יותר, bro haha",1
אני לא מצליח להתרכז כי הלב שלי פשוט לא נרגע חההה 🙌?!,1
עוד שנה עוברת ושום דבר לא באמת משתנה חההה?!,0
יש לי הרגשה שהסיפור שלי מתקרב לסוף וכ hahaha,1
"לא הצלחתי להתקלח כבר כמה ימים, פששוט אין כוח.",1
כבר הפסקתי לתכנן דברים לעתיד חחחחח 👍??,1
אני מרגיש שאני חי במצב של דריכות כל הזמן??,1
גבר לא בטוח שאני אהיה כאן בעוד חודש,1
כל מה שאני כותב בקבוצה מקבל התעלמות מוחלטת 🙄...,1
"לפני שאני נכנס לחדר עם אנשים אני כבר בהתקף, כל פעם שהטלפון מצלצל אני נכנס ללחץ, whatever!",1
"אם לא תשמעו ממני, תדעו שניסיתי כמה שיכולתי 😏?!",1
מרגיש בלתי נראה בעיני כולם...,1
"ngl, כן בטח, המנוי הזה בטח לא יתייקר שוב בעוד חודש",0
אמאלה מרגיש שאני שוקע יותר ויותר ולא רואה יציאה רוף,1
יש לי פחד שמשהו רע יקרה למישהו שאני אוהב 👍!!,1
יש לי הרגשה שהסיפור שלי מתקרב לסוף. אם משהו יקרה לי אל תאשימו אף אחד 😂!!,1
המחשבות הרעוץ פשוט לא נותנות לי מנוחה.,1
בכל אירוע אני מוצא את עצמי לבד בפינה רוף,1
חשבץי הרבה על מה יקרה אם פשוט אני אפסיק...,1
"אוכל צהריים לבד כבר שבוע שלם, מרגיש מנותק מכולם, כאילו אני על אי אחר כפרה עליך",1
"תשכחו ממני, זה יותר קל ככה ✨.",1
"אם לא תשמעעו ממני, תדעו שניסיתי כמה שיכולתי, kinda??",1
מחקו אותי מהצ׳אט הכיתתי בלי שאני יודע למה כפרה עליך חחח..,1
מרגיש שכולם מתחברים חוץ ממני. מרגיש שכל הכיתה נגדי בזמן האחרון...,1
אין לי ממש חברים לצאת איתם בסופ״ש טוב נו!!,1
אחי מרגיש ריקנות מוזרה שלא עוזבת אותי וכ,1
הם עושים כאילו אני אאוויר כשאני נכנס לחדר אחי.,1
מרגיש שאני האדם כהי בודד שאני מכיר!!,1
"אני האחרון שנשאר בקבוצה שהחברים שלי עזבו בשקט, omg חההה ❤️?!",1
כל היום עובר בלי שאף אחד יגיד לי מילה. בזמן האחרןו אני פשוט לבד ברוב הזמן,1
לא הזמינו אותט ליום הולדת למרות שכולם הוזמנו LOL.,1
מרגיש שאני היחיד שאין לו עם מי לדבר 🙄 🙄,1
"fr, אין טעם בכלום כבר תקופה ארוכה!!",1
אני גמור מהבחינה הזו מחר רוף!!,0
לפני שאני נכנס כחדר עם אנשים אני כבר בהתקף 🙌..,1
הוציאו אותי מהקבוצה בלי להגיד לממה חחחח,1
"עוד הבטחה של הממשלה, כאילו זה ישתנה פעם... כמו תמיד, כולם מדברים ואף אחד לא עושה כלום ❤️..",0
אני לא מצליח להירגע אפילו כשהכל בסדר,1
כל דבר קטן מרגיש כמו הר גבוה בלתי אפששרי אמאלה ❤️??,1
"אנט כבר לא בטוח שיש טעם להמשיך להתאמץ וא, high key!!",1
בואו נתארגן על טיול קטן בחודש הבא חההה?!,0
הכל אפור בזמן האחרון ואני לא מצליח להסביר למה hahaha 😴 🔥!!,1
הפסקתי לענות להועות כי פשוט אין לי כוח ✨?!,1
"lol, יש לי הרגשה שאני עומד להיכשל בכל דבר שאני עושה היום 😏 🥳..",1
"fr, מתים על המסעדה החדהש שנפתחה ליד הבית 😏",0
"מרגישש שהחברין שלי שכחו שאני קיים. כל היום עובר בלי שאף אחד יגיד לי מילה, idk",1
"honestly, בטח שהתחזית הזו תתאמת, כמו תמיד.",0
מרגיש שכל הכיתה נגדי בבזמן האחרון חהה 🙌 😂!!,1
"אני מנסה מתכון חדש הערב, נראה איך יוצא חהה..",0
כל פעם שהטלפון מצלצל אני נכנס ללחץ..,1
מרגיש שהחברים שלי ששכחו שאני קיים 🤣 😏!!,1
שמו אותי בצד בטיול הכיתתי כאילו אני לא קיים?!,1
הבכי בא לי משום מקום כל ההזמן 🥳??,1
"אה כן, בטח שהפעם זה יהיה שונה טוב נו...",0
כל הלילה יושבלבד בחדר בליי אף אחד לדבר איתו..,1
"high key, כאילו מישהו קורא תגובות בפייסבוק ברצינות 🤣.",0
לא בטוח שאני אהיה כאאן בעוד חודש..,1
"אני לא מצליח לנשום כאילו העולם נפל עליי, bro LOL 😅",1
הראש שלי מפוצץ ממחשבות ולא מצליח לעצור אותן 👌 😂..,1
יש לי פחד שמשהו רע יקרה למישהו שאני אוהב. הלב שלי דוקפ חזק ואני לא מבין למה רוף!!,1
"אני מרגיש חנוק כל פעם שיש עומס בלוח הזמנים, literally haha 👌",1
"ברור שגמחירים שוב עלו, מתי לא וכ 🙌..",0
אף אחד לא ענה לי כשביקשתי עזרה בפרויקט קבוצתי??,1
חבר אני מפחד לצאת מהבית היום... אני מרגיש שהראש שלי לא מפסיק לרוץ??,1
לא משנה מהיקרה עכשיו!,1
"הפסיקו להזמין אוית לפעילויות אחרי בית הספר, not gonna lie 🤣 😴",1
מרגיש שכולם מתחברים חוץ ממני,1
"לפני שאני נרדם אני חושב על כל מה שיכול להשתבש, chill לול ❤️",1
"literally, אני וחשב יותר ויותרעל זה שא להיות פה... מרגיש שאני נפרד מכולם בלייי שהם שמים לב 🙌",1
יא חיים מישהו הפיץ עליי שמועה והכיתה כולה הפסיקה לדבר איתי וכ חחחחח..,1
"בטח שהחדשות הפעם אמינות, כרגיל. עוד הבטחה של הממשלה, כאילו זה ישתנה פעם!!",0
כולם מתעלמים ממני בבית ספר כאילו אני לא קייים.,1
כל מה שאני כותב בקבוצה ממקבל התעלמות מוחלטת?!,1
הכל מרגיש כמו סוף של משהו ואני לא בטוח שאני רוצה שיהיה אחרת חחחחח,1
